,var1(t-5),var2(t-5),var3(t-5),var4(t-5),var5(t-5),var1(t-4),var2(t-4),var3(t-4),var4(t-4),var5(t-4),var1(t-3),var2(t-3),var3(t-3),var4(t-3),var5(t-3),var1(t-2),var2(t-2),var3(t-2),var4(t-2),var5(t-2),var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),total_cases
22,-0.5960034752337463,-0.5763519704752474,0.4738053910013591,-0.92857142857143,0.3640348275038432,-0.2686359686996656,-0.2859761688307013,0.06976498695075407,-0.1428571428571425,0.4711551049142877,-0.279061685502355,-0.28304307977487225,0.6505730677735001,0.1428571428571425,0.5844101608025162,-0.7496090356077372,-0.8205316223131319,1.5091589263810368,0.285714285714285,0.7037999951685288,-1.2903562119575152,-1.4225481210005315,0.17077508796340354,0.1428571428571425,0.8293246080123253,0
23,-0.2686359686996656,-0.2859761688307013,0.06976498695075407,-0.1428571428571425,0.4711551049142877,-0.279061685502355,-0.28304307977487225,0.6505730677735001,0.1428571428571425,0.5844101608025162,-0.7496090356077372,-0.8205316223131319,1.5091589263810368,0.285714285714285,0.7037999951685288,-1.2903562119575152,-1.4225481210005315,0.17077508796340354,0.1428571428571425,0.8293246080123253,-0.572371850545853,-0.5719523374047599,-0.4857905686188305,-0.21428571428571505,0.9609839993339058,0
24,-0.279061685502355,-0.28304307977487225,0.6505730677735001,0.1428571428571425,0.5844101608025162,-0.7496090356077372,-0.8205316223131319,1.5091589263810368,0.285714285714285,0.7037999951685288,-1.2903562119575152,-1.4225481210005315,0.17077508796340354,0.1428571428571425,0.8293246080123253,-0.572371850545853,-0.5719523374047599,-0.4857905686188305,-0.21428571428571505,0.9609839993339058,-1.2264118157947341,-1.2964252977581094,0.4738053910013591,0.5,1.0987781691332703,1
25,-0.7496090356077372,-0.8205316223131319,1.5091589263810368,0.285714285714285,0.7037999951685288,-1.2903562119575152,-1.4225481210005315,0.17077508796340354,0.1428571428571425,0.8293246080123253,-0.572371850545853,-0.5719523374047599,-0.4857905686188305,-0.21428571428571505,0.9609839993339058,-1.2264118157947341,-1.2964252977581094,0.4738053910013591,0.5,1.0987781691332703,-0.6432667245608771,-0.6731439046989725,-0.9235010063066492,-0.21428571428571505,1.242707117410419,0
26,-1.2903562119575152,-1.4225481210005315,0.17077508796340354,0.1428571428571425,0.8293246080123253,-0.572371850545853,-0.5719523374047599,-0.4857905686188305,-0.21428571428571505,0.9609839993339058,-1.2264118157947341,-1.2964252977581094,0.4738053910013591,0.5,1.0987781691332703,-0.6432667245608771,-0.6731439046989725,-0.9235010063066492,-0.21428571428571505,1.242707117410419,-2.0590790616467545,-2.432263977920611,0.6758255930266616,-0.21428571428571505,1.3927708441653517,0
27,-0.572371850545853,-0.5719523374047599,-0.4857905686188305,-0.21428571428571505,0.9609839993339058,-1.2264118157947341,-1.2964252977581094,0.4738053910013591,0.5,1.0987781691332703,-0.6432667245608771,-0.6731439046989725,-0.9235010063066492,-0.21428571428571505,1.242707117410419,-2.0590790616467545,-2.432263977920611,0.6758255930266616,-0.21428571428571505,1.3927708441653517,0.6092093831676011,0.5946837763043824,-0.19959528244998773,0.3571428571428575,1.4046881417041717,0
28,-1.2264118157947341,-1.2964252977581094,0.4738053910013591,0.5,1.0987781691332703,-0.6432667245608771,-0.6731439046989725,-0.9235010063066492,-0.21428571428571505,1.242707117410419,-2.0590790616467545,-2.432263977920611,0.6758255930266616,-0.21428571428571505,1.3927708441653517,0.6092093831676011,0.5946837763043824,-0.19959528244998773,0.3571428571428575,1.4046881417041717,-0.7600347523617741,-0.7626031162830373,-0.5362956191251571,-0.4285714285714301,1.2541477230476863,0
29,-0.6432667245608771,-0.6731439046989725,-0.9235010063066492,-0.21428571428571505,1.242707117410419,-2.0590790616467545,-2.432263977920611,0.6758255930266616,-0.21428571428571505,1.3927708441653517,0.6092093831676011,0.5946837763043824,-0.19959528244998773,0.3571428571428575,1.4046881417041717,-0.7600347523617741,-0.7626031162830373,-0.5362956191251571,-0.4285714285714301,1.2541477230476863,-0.3993049522050456,-0.3952337307719031,-0.4857905686188305,-0.5714285714285725,1.1097420828689848,0
30,-2.0590790616467545,-2.432263977920611,0.6758255930266616,-0.21428571428571505,1.3927708441653517,0.6092093831676011,0.5946837763043824,-0.19959528244998773,0.3571428571428575,1.4046881417041717,-0.7600347523617741,-0.7626031162830373,-0.5362956191251571,-0.4285714285714301,1.2541477230476863,-0.3993049522050456,-0.3952337307719031,-0.4857905686188305,-0.5714285714285725,1.1097420828689848,-0.6564726324947315,-0.6350137490259564,-1.832591915420516,-0.92857142857143,0.9714712211680676,0
31,0.6092093831676011,0.5946837763043824,-0.19959528244998773,0.3571428571428575,1.4046881417041717,-0.7600347523617741,-0.7626031162830373,-0.5362956191251571,-0.4285714285714301,1.2541477230476863,-0.3993049522050456,-0.3952337307719031,-0.4857905686188305,-0.5714285714285725,1.1097420828689848,-0.6564726324947315,-0.6350137490259564,-1.832591915420516,-0.92857142857143,0.9714712211680676,-0.759339704591146,-0.7288725941938232,-1.1086861915638544,-0.92857142857143,0.8393351379449343,0
32,-0.7600347523617741,-0.7626031162830373,-0.5362956191251571,-0.4285714285714301,1.2541477230476863,-0.3993049522050456,-0.3952337307719031,-0.4857905686188305,-0.5714285714285725,1.1097420828689848,-0.6564726324947315,-0.6350137490259564,-1.832591915420516,-0.92857142857143,0.9714712211680676,-0.759339704591146,-0.7288725941938232,-1.1086861915638544,-0.92857142857143,0.8393351379449343,-1.2034752389261232,-1.243629697319117,-0.18276026558087494,0.285714285714285,0.7133338331995848,0
33,-0.3993049522050456,-0.3952337307719031,-0.4857905686188305,-0.5714285714285725,1.1097420828689848,-0.6564726324947315,-0.6350137490259564,-1.832591915420516,-0.92857142857143,0.9714712211680676,-0.759339704591146,-0.7288725941938232,-1.1086861915638544,-0.92857142857143,0.8393351379449343,-1.2034752389261232,-1.243629697319117,-0.18276026558087494,0.285714285714285,0.7133338331995848,-0.7252823631492175,-0.7149404214351175,-1.2433663262137176,-0.21428571428571505,0.5934673069320195,0
34,-0.6564726324947315,-0.6350137490259564,-1.832591915420516,-0.92857142857143,0.9714712211680676,-0.759339704591146,-0.7288725941938232,-1.1086861915638544,-0.92857142857143,0.8393351379449343,-1.2034752389261232,-1.243629697319117,-0.18276026558087494,0.285714285714285,0.7133338331995848,-0.7252823631492175,-0.7149404214351175,-1.2433663262137176,-0.21428571428571505,0.5934673069320195,-0.5688966116440588,-0.5653528872857142,-0.6036356865005964,-0.21428571428571505,0.4797355591422384,0
35,-0.759339704591146,-0.7288725941938232,-1.1086861915638544,-0.92857142857143,0.8393351379449343,-1.2034752389261232,-1.243629697319117,-0.18276026558087494,0.285714285714285,0.7133338331995848,-0.7252823631492175,-0.7149404214351175,-1.2433663262137176,-0.21428571428571505,0.5934673069320195,-0.5688966116440588,-0.5653528872857142,-0.6036356865005964,-0.21428571428571505,0.4797355591422384,-0.054561251064686934,-0.03299725033855655,-0.9807400635808254,-0.5714285714285725,0.3721385898302413,0
36,-1.2034752389261232,-1.243629697319117,-0.18276026558087494,0.285714285714285,0.7133338331995848,-0.7252823631492175,-0.7149404214351175,-1.2433663262137176,-0.21428571428571505,0.5934673069320195,-0.5688966116440588,-0.5653528872857142,-0.6036356865005964,-0.21428571428571505,0.4797355591422384,-0.054561251064686934,-0.03299725033855655,-0.9807400635808254,-0.5714285714285725,0.3721385898302413,0.30894874022320595,0.3226397799757152,-0.3342754170998545,-0.92857142857143,0.2706763989960283,0
37,-0.7252823631492175,-0.7149404214351175,-1.2433663262137176,-0.21428571428571505,0.5934673069320195,-0.5688966116440588,-0.5653528872857142,-0.6036356865005964,-0.21428571428571505,0.4797355591422384,-0.054561251064686934,-0.03299725033855655,-0.9807400635808254,-0.5714285714285725,0.3721385898302413,0.30894874022320595,0.3226397799757152,-0.3342754170998545,-0.92857142857143,0.2706763989960283,-0.17271937445549385,-0.1473877178708312,-0.4857905686188305,-0.92857142857143,0.17534898663959902,0
38,-0.5688966116440588,-0.5653528872857142,-0.6036356865005964,-0.21428571428571505,0.4797355591422384,-0.054561251064686934,-0.03299725033855655,-0.9807400635808254,-0.5714285714285725,0.3721385898302413,0.30894874022320595,0.3226397799757152,-0.3342754170998545,-0.92857142857143,0.2706763989960283,-0.17271937445549385,-0.1473877178708312,-0.4857905686188305,-0.92857142857143,0.17534898663959902,-0.32284969592769136,-0.3461044913960688,-0.0985851814373383,-0.92857142857143,0.08615635276095407,0
39,-0.054561251064686934,-0.03299725033855655,-0.9807400635808254,-0.5714285714285725,0.3721385898302413,0.30894874022320595,0.3226397799757152,-0.3342754170998545,-0.92857142857143,0.2706763989960283,-0.17271937445549385,-0.1473877178708312,-0.4857905686188305,-0.92857142857143,0.17534898663959902,-0.32284969592769136,-0.3461044913960688,-0.0985851814373383,-0.92857142857143,0.08615635276095407,0.12059079063665845,0.12685609550636495,-0.4857905686188305,-0.92857142857143,0.0030984973600931428,0
40,0.30894874022320595,0.3226397799757152,-0.3342754170998545,-0.92857142857143,0.2706763989960283,-0.17271937445549385,-0.1473877178708312,-0.4857905686188305,-0.92857142857143,0.17534898663959902,-0.32284969592769136,-0.3461044913960688,-0.0985851814373383,-0.92857142857143,0.08615635276095407,0.12059079063665845,0.12685609550636495,-0.4857905686188305,-0.92857142857143,0.0030984973600931428,-0.10251954821109904,-0.06966086148362884,-0.3746794575049143,-0.5714285714285725,-0.07382457956298401,0
41,-0.17271937445549385,-0.1473877178708312,-0.4857905686188305,-0.92857142857143,0.17534898663959902,-0.32284969592769136,-0.3461044913960688,-0.0985851814373383,-0.92857142857143,0.08615635276095407,0.12059079063665845,0.12685609550636495,-0.4857905686188305,-0.92857142857143,0.0030984973600931428,-0.10251954821109904,-0.06966086148362884,-0.3746794575049143,-0.5714285714285725,-0.07382457956298401,0.13379669852186055,0.15325389546920412,-1.0817501645934748,-1.2857142857142876,-0.14461287800827682,1
42,-0.32284969592769136,-0.3461044913960688,-0.0985851814373383,-0.92857142857143,0.08615635276095407,0.12059079063665845,0.12685609550636495,-0.4857905686188305,-0.92857142857143,0.0030984973600931428,-0.10251954821109904,-0.06966086148362884,-0.3746794575049143,-0.5714285714285725,-0.07382457956298401,0.13379669852186055,0.15325389546920412,-1.0817501645934748,-1.2857142857142876,-0.14461287800827682,0.04830582103172577,0.07919340065844514,-0.1928612756821417,-0.642857142857145,-0.2092663979757856,0
43,0.12059079063665845,0.12685609550636495,-0.4857905686188305,-0.92857142857143,0.0030984973600931428,-0.10251954821109904,-0.06966086148362884,-0.3746794575049143,-0.5714285714285725,-0.07382457956298401,0.13379669852186055,0.15325389546920412,-1.0817501645934748,-1.2857142857142876,-0.14461287800827682,0.04830582103172577,0.07919340065844514,-0.1928612756821417,-0.642857142857145,-0.2092663979757856,-0.21998262378262445,-0.20678276791558434,0.1034350205879642,-0.21428571428571505,-0.2677851394655104,0
44,-0.10251954821109904,-0.06966086148362884,-0.3746794575049143,-0.5714285714285725,-0.07382457956298401,0.13379669852186055,0.15325389546920412,-1.0817501645934748,-1.2857142857142876,-0.14461287800827682,0.04830582103172577,0.07919340065844514,-0.1928612756821417,-0.642857142857145,-0.2092663979757856,-0.21998262378262445,-0.20678276791558434,0.1034350205879642,-0.21428571428571505,-0.2677851394655104,-0.0559513466545975,-0.04692942258394797,0.09501751220391556,-0.5714285714285725,-0.32016910247745106,0
45,0.13379669852186055,0.15325389546920412,-1.0817501645934748,-1.2857142857142876,-0.14461287800827682,0.04830582103172577,0.07919340065844514,-0.1928612756821417,-0.642857142857145,-0.2092663979757856,-0.21998262378262445,-0.20678276791558434,0.1034350205879642,-0.21428571428571505,-0.2677851394655104,-0.0559513466545975,-0.04692942258394797,0.09501751220391556,-0.5714285714285725,-0.32016910247745106,0.229018244995405,0.2573785518192748,-0.9403360231757621,0.07142857142856998,-0.366418287011608,0
46,0.04830582103172577,0.07919340065844514,-0.1928612756821417,-0.642857142857145,-0.2092663979757856,-0.21998262378262445,-0.20678276791558434,0.1034350205879642,-0.21428571428571505,-0.2677851394655104,-0.0559513466545975,-0.04692942258394797,0.09501751220391556,-0.5714285714285725,-0.32016910247745106,0.229018244995405,0.2573785518192748,-0.9403360231757621,0.07142857142856998,-0.366418287011608,0.5932232841025794,0.5946837763043824,0.0,-0.07380022321428527,-0.40653269306798057,1
47,-0.21998262378262445,-0.20678276791558434,0.1034350205879642,-0.21428571428571505,-0.2677851394655104,-0.0559513466545975,-0.04692942258394797,0.09501751220391556,-0.5714285714285725,-0.32016910247745106,0.229018244995405,0.2573785518192748,-0.9403360231757621,0.07142857142856998,-0.366418287011608,0.5932232841025794,0.5946837763043824,0.0,-0.07380022321428527,-0.40653269306798057,-0.025369244114463275,-0.002199816791915526,-0.0985851814373383,-0.5714285714285725,-0.4405123206465694,1
48,-0.0559513466545975,-0.04692942258394797,0.09501751220391556,-0.5714285714285725,-0.32016910247745106,0.229018244995405,0.2573785518192748,-0.9403360231757621,0.07142857142856998,-0.366418287011608,0.5932232841025794,0.5946837763043824,0.0,-0.07380022321428527,-0.40653269306798057,-0.025369244114463275,-0.002199816791915526,-0.0985851814373383,-0.5714285714285725,-0.4405123206465694,-0.3534317984191713,-0.3343721356859212,-0.283770366593528,-0.5714285714285725,-0.4683571697473742,0
49,0.229018244995405,0.2573785518192748,-0.9403360231757621,0.07142857142856998,-0.366418287011608,0.5932232841025794,0.5946837763043824,0.0,-0.07380022321428527,-0.40653269306798057,-0.025369244114463275,-0.002199816791915526,-0.0985851814373383,-0.5714285714285725,-0.4405123206465694,-0.3534317984191713,-0.3343721356859212,-0.283770366593528,-0.5714285714285725,-0.4683571697473742,-0.7065160729530299,-0.7039413382456134,-0.6709757537750202,-1.0714285714285725,-0.4900672403703947,0
50,0.5932232841025794,0.5946837763043824,0.0,-0.07380022321428527,-0.40653269306798057,-0.025369244114463275,-0.002199816791915526,-0.0985851814373383,-0.5714285714285725,-0.4405123206465694,-0.3534317984191713,-0.3343721356859212,-0.283770366593528,-0.5714285714285725,-0.4683571697473742,-0.7065160729530299,-0.7039413382456134,-0.6709757537750202,-1.0714285714285725,-0.4900672403703947,-0.7968722849348686,-0.7648029333315662,-0.65750774034034,-0.92857142857143,-0.5056425325156311,1
51,-0.025369244114463275,-0.002199816791915526,-0.0985851814373383,-0.5714285714285725,-0.4405123206465694,-0.3534317984191713,-0.3343721356859212,-0.283770366593528,-0.5714285714285725,-0.4683571697473742,-0.7065160729530299,-0.7039413382456134,-0.6709757537750202,-1.0714285714285725,-0.4900672403703947,-0.7968722849348686,-0.7648029333315662,-0.65750774034034,-0.92857142857143,-0.5056425325156311,-1.1124239791250028,-1.1211732356531672,-1.1423562252010682,-0.5714285714285725,-0.5150830461830834,0
52,-0.3534317984191713,-0.3343721356859212,-0.283770366593528,-0.5714285714285725,-0.4683571697473742,-0.7065160729530299,-0.7039413382456134,-0.6709757537750202,-1.0714285714285725,-0.4900672403703947,-0.7968722849348686,-0.7648029333315662,-0.65750774034034,-0.92857142857143,-0.5056425325156311,-1.1124239791250028,-1.1211732356531672,-1.1423562252010682,-0.5714285714285725,-0.5150830461830834,-2.4114682884099827,-2.699175068658176,0.0,-3.0000000000000027,-0.5183887813727518,0
53,-0.7065160729530299,-0.7039413382456134,-0.6709757537750202,-1.0714285714285725,-0.4900672403703947,-0.7968722849348686,-0.7648029333315662,-0.65750774034034,-0.92857142857143,-0.5056425325156311,-1.1124239791250028,-1.1211732356531672,-1.1423562252010682,-0.5714285714285725,-0.5150830461830834,-2.4114682884099827,-2.699175068658176,0.0,-3.0000000000000027,-0.5183887813727518,-1.5197219808868865,-1.5802016497969245,-1.0413461241884152,-0.92857142857143,-0.5155597380846364,0
54,-0.7968722849348686,-0.7648029333315662,-0.65750774034034,-0.92857142857143,-0.5056425325156311,-1.1124239791250028,-1.1211732356531672,-1.1423562252010682,-0.5714285714285725,-0.5150830461830834,-2.4114682884099827,-2.699175068658176,0.0,-3.0000000000000027,-0.5183887813727518,-1.5197219808868865,-1.5802016497969245,-1.0413461241884152,-0.92857142857143,-0.5155597380846364,-1.2125108600902503,-1.2282309805457818,-0.18276026558087494,-1.2857142857142876,-0.5065959163187366,0
55,-1.1124239791250028,-1.1211732356531672,-1.1423562252010682,-0.5714285714285725,-0.5150830461830834,-2.4114682884099827,-2.699175068658176,0.0,-3.0000000000000027,-0.5183887813727518,-1.5197219808868865,-1.5802016497969245,-1.0413461241884152,-0.92857142857143,-0.5155597380846364,-1.2125108600902503,-1.2282309805457818,-0.18276026558087494,-1.2857142857142876,-0.5065959163187366,-0.883058210244285,-0.8806599448784994,-0.7719858547876732,-0.21428571428571505,-0.4914973160750528,0
56,-2.4114682884099827,-2.699175068658176,0.0,-3.0000000000000027,-0.5183887813727518,-1.5197219808868865,-1.5802016497969245,-1.0413461241884152,-0.92857142857143,-0.5155597380846364,-1.2125108600902503,-1.2282309805457818,-0.18276026558087494,-1.2857142857142876,-0.5065959163187366,-0.883058210244285,-0.8806599448784994,-0.7719858547876732,-0.21428571428571505,-0.4914973160750528,-0.4451781059909216,-0.4311640699096461,-0.16592524871176215,-0.07142857142857252,-0.4702639373535853,0
57,-1.5197219808868865,-1.5802016497969245,-1.0413461241884152,-0.92857142857143,-0.5155597380846364,-1.2125108600902503,-1.2282309805457818,-0.18276026558087494,-1.2857142857142876,-0.5065959163187366,-0.883058210244285,-0.8806599448784994,-0.7719858547876732,-0.21428571428571505,-0.4914973160750528,-0.4451781059909216,-0.4311640699096461,-0.16592524871176215,-0.07142857142857252,-0.4702639373535853,-1.1847089487299365,-1.220898258419436,-1.0211441039858853,-2.0714285714285747,-0.4428957801543333,0
58,-1.2125108600902503,-1.2282309805457818,-0.18276026558087494,-1.2857142857142876,-0.5065959163187366,-0.883058210244285,-0.8806599448784994,-0.7719858547876732,-0.21428571428571505,-0.4914973160750528,-0.4451781059909216,-0.4311640699096461,-0.16592524871176215,-0.07142857142857252,-0.4702639373535853,-1.1847089487299365,-1.220898258419436,-1.0211441039858853,-2.0714285714285747,-0.4428957801543333,-2.073675065121867,-2.2812098992432643,-0.43528551811250393,-2.5000000000000027,-0.4093928444772974,0
59,-0.883058210244285,-0.8806599448784994,-0.7719858547876732,-0.21428571428571505,-0.4914973160750528,-0.4451781059909216,-0.4311640699096461,-0.16592524871176215,-0.07142857142857252,-0.4702639373535853,-1.1847089487299365,-1.220898258419436,-1.0211441039858853,-2.0714285714285747,-0.4428957801543333,-2.073675065121867,-2.2812098992432643,-0.43528551811250393,-2.5000000000000027,-0.4093928444772974,-1.8026064291763502,-1.9541704859403604,-0.4100329928593425,-0.92857142857143,-0.3697551303224774,0
