,PC1,PC2,PC3,weekofyear,poly_fit,total_cases,reanalysis_dew_point_temp_k,reanalysis_min_air_temp_k,reanalysis_specific_humidity_g_per_kg
23,-3.2917414082353957,1.3306214286623606,-1.2775278774478411,41,68.18903852171223,33,0.57811846700915,0.2857142857143012,0.6449225709261895
24,-3.1817986348278047,5.4411488347129575,-2.1561288647679513,42,68.2640581361683,43,0.4281533099652466,0.0,0.492531177182486
25,-1.5312903271702487,4.112024951071654,-1.204411336100085,43,67.56893923630255,37,0.31609756091394076,-0.1428571428571506,0.35219953404848897
26,-2.107418193622781,-0.5944573350102969,-4.579988956096379,44,66.09181207263993,57,0.4242508709416212,0.47619047619048394,0.4612854597756749
27,-2.3385441626854115,-1.8074486212828236,-1.3001054952989475,45,63.84550874093067,71,0.43595818801249725,0.47619047619048394,0.47663423324405507
28,-1.288730171116484,-2.2035954310879364,-2.2943961850406316,46,60.87156298743165,44,0.09365853656709684,0.6190476190476345,0.09730026037168915
29,0.009308017984080198,-0.8805490651678094,-1.624092982127538,47,57.24442619830859,56,-0.0278745642872496,-0.23809523809524197,-0.030423461682550546
30,1.6375990615733422,1.0369396656656347,-1.4419941676978574,48,53.07589957313054,53,-0.24808362375649787,-0.47619047619048394,-0.23927641495420865
31,1.3969881517485008,1.3303774764014398,-2.081779399618253,49,48.519782482474696,52,-0.2592334493152841,-0.38095238095239253,-0.25736604084958276
32,4.83691348553963,-2.175566409733828,-1.0028369388636822,50,43.77673700965431,47,-1.3435540067622762,-0.6666666666666666,-1.2342058380103147
33,1.8828829750411509,-0.23096205056601463,-4.239798968288108,51,39.09936867652504,26,-0.3467595815908758,-0.7142857142857258,-0.33685076058010816
34,4.814042732840478,-0.6370480439148103,-1.611321652727255,52,34.797523353431345,27,-1.3039721250139107,-1.0476190476190592,-1.208441825380749
35,6.286146898338385,-0.4426616302962304,-0.34382745936044723,1,35.40610418155043,21,-1.381463414364634,-1.714285714285753,-1.2742222831297874
36,4.044897002234286,1.1016983129098028,-0.6218773288471233,2,31.814586592276235,21,-0.8445993028596172,-0.8095238095238173,-0.8291078525467545
37,3.892347001272662,0.10278636769605606,-2.4372432714174774,3,28.94474959171126,26,-0.7938675955524434,-0.6666666666666666,-0.7803206797146194
38,5.018752095060388,-1.7998574118500432,-2.7478870331382055,4,26.594696400388813,34,-1.1958188149862303,-0.7142857142857258,-1.1333424694873695
39,4.87223550772448,-1.821568593262727,-1.4347884611851096,5,24.60451084087041,37,-1.1216724735372823,-1.1904761904762098,-1.0697546936952744
40,4.298735724451178,-0.995810442606486,-3.4161213915940642,6,22.851609778727646,17,-0.8964459928007308,-1.1904761904762098,-0.8789913663189911
41,4.526774901855013,-1.4523374765285033,-2.729911856437246,7,21.24631174763161,19,-0.9655749125921135,-1.6190476190476346,-0.9102370837258023
42,3.073408214412716,-0.298977700134518,0.04578895301774999,8,19.72762175854996,25,-0.7085714285447092,-0.8095238095238173,-0.6893243798828089
43,3.502730741963328,0.7237412519131824,-1.4190482481935804,9,18.25923229305155,18,-0.7960975608203009,-0.8095238095238173,-0.7819651911631411
44,3.1155132090336135,-1.5185043764345545,-2.7581393810909445,10,16.825740480718647,21,-0.7475958187809848,-0.5238095238095432,-0.7337261888394274
45,3.4374215279717597,-1.5656732432047555,-0.9266276313296762,11,15.429081460666751,17,-0.8239721251075506,-0.8571428571428765,-0.7847060435901358
46,3.2197046719539113,-0.6237792407624899,-0.56112513856496,12,14.085177927172001,17,-0.8557491288086653,-1.000000000000027,-0.8006029875285667
47,2.458807807983433,-0.9207301410631565,-3.2086530687051793,13,12.820805859406235,16,-0.666202090406614,-0.8571428571428765,-0.6460189118662906
48,4.946734367683582,-0.28007861212673313,-2.4604778746552673,14,11.670676435279475,16,-1.1579094073838503,-1.000000000000027,-1.0900370015092224
49,3.7836956131428354,0.2579451286470532,-1.8476979588993103,15,10.674734129390263,15,-0.7147038324459524,-0.7619047619047851,-0.7057694942912893
50,4.491176622109666,0.9686938853363263,-0.536350974425269,16,9.875670995083269,23,-1.2788850171163466,-0.7142857142857258,-1.1892558585452733
51,1.915567314183536,-0.6795232124222669,-1.4575063217851447,17,9.316657130614843,16,-0.5535888498432183,-0.38095238095239253,-0.525969576546241
52,0.5223136162421311,-1.776886173698356,-1.0946239394627066,18,9.0392873294259,17,-0.1862020905002538,-0.19047619047618275,-0.19871179936468372
53,0.4113478289622806,0.55189095152623,0.04876264063188243,19,9.08174391452242,12,-0.24752613224440803,-0.1428571428571506,-0.24804714266687164
54,1.430439296540986,0.582732421959227,0.5576012311630085,20,9.47717575696365,17,-0.3233449474491016,-0.4285714285714247,-0.32917637384591814
55,0.24568113700774624,1.4039287379789072,-0.033648887065416994,21,10.252293478458036,10,-0.1259930313900616,-0.23809523809524197,-0.12690146636834906
56,-0.5427996419297046,-0.1798548915857903,-2.427257589665289,22,11.426180838066308,15,-0.06745644603561499,-0.09523809523809137,-0.07153624778049622
57,-0.4629784850475484,-1.799088972333017,0.6631943345123015,23,13.00932230301224,19,-0.20348432035056727,-0.04761904761905922,-0.19487460599758935
58,-1.3795330206924499,-2.2770523185482205,-0.4536176931444145,24,15.002846803601713,21,0.017839721362358934,0.4285714285714247,0.019460052089686878
59,-2.663010845839175,-0.5210229445656047,0.3756245940193376,25,17.397987672248703,14,0.33282229964238197,0.4285714285714247,0.3346580786615356
60,-1.8501567819753024,0.49777488979457546,-0.9348602103891819,26,20.175758766608336,18,0.30494773535513237,0.09523809523809137,0.3056050431732964
61,-1.5854824357658002,-0.12961146308650154,-1.3549162440805553,27,23.306846776819114,13,0.1945644600595943,-0.04761904761905922,0.19980814034315666
62,-1.5829811833508332,-1.4451074460488467,0.43891155522038516,28,26.751719716851103,14,0.13435540055914016,0.19047619047618275,0.12251610249283261
63,-2.453084683674697,-0.8738191756664831,1.1696611855656567,29,30.46095159996303,18,0.24752613224438585,0.5238095238095432,0.24585446074829836
64,-2.4310889790462116,0.9550244304679736,0.6366113600922398,30,34.37576329826539,23,0.3456445993471979,0.3333333333333333,0.34616965876282135
65,-2.690659463054748,0.007545870159777716,-0.27797887089011175,31,38.428779586393965,25,0.40250871094585455,0.38095238095239253,0.40153487735067417
66,-2.0441562761284042,-0.7830947934379024,-0.8791407943129932,32,42.54500236928641,62,0.3986062719222292,0.2857142857143012,0.40811292310639263
67,-3.073268215463449,-1.2847337290946204,0.5913415585227053,33,46.643000094071795,60,0.40473867582347234,0.5714285714285753,0.41414279839206164
68,-3.2270839481167877,-0.9625146323414129,0.32990170157277243,34,50.636313346062906,76,0.44264808342583023,0.38095238095239253,0.45251473206301196
69,-2.511357674390477,-0.4537233194668003,-0.7038260241007076,35,54.435076628860365,66,0.47721254351665254,0.5238095238095432,0.48321227899977354
70,-3.402407424665496,0.10137364085912136,-0.5030629897125891,36,57.947856328559276,64,0.5273867597019762,0.4285714285714247,0.5489927367488118
71,-3.0319478964369737,-1.2466115656230292,0.2516353635833732,37,61.08370486207087,68,0.39191637611865643,0.5714285714285753,0.40811292310639263
72,-3.326969568151001,-1.2046205360209477,-0.5837016321248106,38,63.754431009542465,89,0.5675261321819519,0.6190476190476345,0.6016171029096706
73,-2.8665492812748665,0.792044923598537,-1.8993283739276607,39,65.87708643089356,92,0.4459930313276055,0.3333333333333333,0.4651226531427693
74,-1.8178863346219176,0.2003094926588793,-1.5092125202138331,40,67.37666836645371,140,0.3707317072447398,0.38095238095239253,0.3905714677194406
75,-1.0747499640055513,0.1302251155666149,-0.2103371023724132,41,68.18903852171223,116,0.17170731703967015,0.04761904761905922,0.1965191174461118
76,-2.043179204534068,-1.0472783173835245,1.0153505760234411,42,68.2640581361683,142,0.22299651585893374,0.2857142857143012,0.22995751677149615
77,-1.184928123614694,-1.4566595852261537,-1.002790217523948,43,67.56893923630255,129,0.003344947901775284,0.23809523809524197,0.006852131009929524
78,-2.249088594161984,-0.509265366417493,0.5125801259584086,44,66.09181207263993,140,0.18397212562263598,0.2857142857143012,0.20857886801744704
79,-1.1002665417597206,0.9204359486650813,0.7926832159243942,45,63.84550874093067,140,0.04682926828354842,-0.09523809523809137,0.05180211043659829
80,-0.3061312151296325,1.9927376946403597,-1.6380623089904711,46,60.87156298743165,127,0.06578397227982505,-0.04761904761905922,0.08798136218897666
81,1.9329116429889988,-0.558893450183457,0.9992514512678534,47,57.24442619830859,129,-0.5530313587213904,-0.19047619047618275,-0.5265177470162912
82,0.7261326813906007,2.114940453360506,-1.1702291899649286,48,53.07589957313054,169,-0.19846689869297987,-0.2857142857143012,-0.1954227764676402
83,0.6742950379027058,0.5923755661027498,0.05452378660231974,49,48.519782482474696,141,-0.18452961674448604,0.09523809523809137,-0.18884473071192173
84,2.0755868898233953,0.35706112264793355,-1.2094131165754995,50,43.77673700965431,108,-0.3640418118314069,-0.09523809523809137,-0.36371111414977403
85,4.050727604510821,0.4652450363080865,2.146017195562872,51,39.09936867652504,78,-1.007386759218119,-0.4285714285714247,-0.9579279155794663
86,6.188894115942909,1.0850968791448132,0.043684952782221335,52,34.797523353431345,70,-1.327386759155685,-1.523809523809543,-1.2265314512761245
87,0.03004775851799782,-0.20717447321825472,-1.0063788366012862,1,35.40610418155043,81,-0.13175557295937967,-0.09436763952895383,-0.10733944278340558
88,0.9266377266213172,4.168101294697451,-0.6407218869618339,2,31.814586592276235,104,-0.38634146333926334,-0.6666666666666666,-0.36590379606834733
89,2.5656688963929075,0.9021450439821251,-2.589172284491238,3,28.94474959171126,90,-0.38243902431563803,-0.9047619047619087,-0.38344525145530006
90,4.443089532844862,-0.3669745969708468,-0.7633453308813395,4,26.594696400388813,85,-0.9466202089860545,-0.9047619047619087,-0.9014663560131398
91,4.924401585466968,-0.04001320676297783,0.18970445336543096,5,24.60451084087041,55,-1.0648083619386035,-0.9523809523809679,-1.0154858160858933
92,4.663979788730105,-0.7196931394466801,0.3382845942992565,6,22.851609778727646,53,-1.1043902436869688,-1.4285714285714517,-1.0396053172285644
93,2.2208332772597026,0.7107265337015594,-1.0577984689813227,7,21.24631174763161,65,-0.3110801392563977,-1.0476190476190592,-0.29628614499058525
94,2.2122701816075985,-0.7784546286362508,-1.1309481081452641,8,19.72762175854996,33,-0.7096864107883649,-0.5714285714285753,-0.6980951075570992
95,3.7072060231124104,0.7661836136729606,-0.1288840066815718,9,18.25923229305155,38,-0.967804877859971,-0.5714285714285753,-0.9403864601925129
96,3.6759330294046437,-0.9481095713902044,-0.8754679155230253,10,16.825740480718647,59,-0.8312195120329512,-0.8571428571428765,-0.8175962724454693
97,2.859310433061026,-0.18559802371034353,0.16901106943063166,11,15.429081460666751,40,-0.7442508708791873,-0.6666666666666666,-0.7244072906567143
98,2.7772730048345857,-0.916469578839243,0.6844482650324817,12,14.085177927172001,37,-0.6784668985993401,-0.9523809523809679,-0.6509524462118579
99,2.6568638023767703,0.26057026087929225,0.8862307819777895,13,12.820805859406235,29,-0.7291986059065139,-0.8095238095238173,-0.7150883924740025
100,1.7181162682065914,1.3277546682377854,-0.9703759502959426,14,11.670676435279475,30,-0.609895470320025,-0.7142857142857258,-0.6016171029096706
101,1.0473817473392524,-1.3736416387040031,0.5428390468717993,15,10.674734129390263,30,-0.48836236907546093,-0.7619047619047851,-0.4678635055313927
102,0.4273311766229439,2.6284995241469025,-1.0441973537384144,16,9.875670995083269,28,-0.19679442493723429,-0.4285714285714247,-0.19487460599758935
103,1.6112950832804729,-0.25588338885437883,-0.1321371655966972,17,9.316657130614843,23,-0.5457839717959677,-0.47619047619048394,-0.5292585994049146
104,1.293631193969998,-1.629208556491664,2.409389302141648,18,9.0392873294259,24,-0.7988850172100086,-0.9047619047619087,-0.7414005755736175
105,0.8396449360773094,-0.854127573077647,-1.4320766555532953,19,9.08174391452242,29,-0.47832752615059243,-0.7142857142857258,-0.41523913937053325
106,1.4620589066566347,0.17605232366851933,0.8873982004524394,20,9.47717575696365,26,-0.457142856886436,-0.5238095238095432,-0.43935864055157636
107,-2.5915625018748076,7.380604472990658,-0.9918346945463409,21,10.252293478458036,23,0.12487804875612173,-0.3333333333333333,0.15376181993801494
108,-2.496057928490864,5.144488678445905,-2.7808965888739468,22,11.426180838066308,20,0.34620209046904793,-0.23809523809524197,0.38399342196372216
109,-1.606421509038361,2.4229510588767624,-0.30639779597218514,23,13.00932230301224,19,0.4197909407961458,0.1428571428571506,0.4464848567773443
110,-1.7210585007237416,2.284743349338396,0.11471823015985047,24,15.002846803601713,20,0.2759581880437253,0.04761904761905922,0.2831300534407771
111,-1.3379574928674314,0.8047490096037243,-1.5766252643122753,25,17.397987672248703,26,0.23247386766195216,-0.23809523809524197,0.2337947101385905
112,-2.0923124681211096,0.4853025271766572,-0.41243936344453547,26,20.175758766608336,29,0.36571428558719676,0.23809523809524197,0.37412635327258753
113,-2.4795982873824083,-1.6291074142551172,-0.4554432247226881,27,23.306846776819114,31,0.32334494783934137,0.38095238095239253,0.3204056461332558
114,-2.2019872569101606,-2.029318145415094,0.20072549898523045,28,26.751719716851103,28,0.29324041828425634,0.5714285714285753,0.28258188297072623
115,-1.9612675655644844,1.6975161195388209,-0.8856874021941472,29,30.46095159996303,26,0.2363763066855775,0.23809523809524197,0.2294093463014453
116,-1.133890060282689,1.4184842255510215,1.2095565089522726,30,34.37576329826539,32,0.16724738689419474,0.23809523809524197,0.15979169522368258
117,-0.7152691147504255,0.8019733770069957,-0.2856420022670016,31,38.428779586393965,35,0.116515679587021,0.09523809523809137,0.10826367000292408
118,-1.5092881050559475,0.38868409294371126,-0.7688652715745667,32,42.54500236928641,33,0.2776306621897328,0.04761904761905922,0.27435932572811406
119,-1.2392805971151486,1.16805533350946,-2.357412021149422,33,46.643000094071795,30,0.21853658532321857,0.1428571428571506,0.22392764148582717
120,-2.573934776400726,0.6849845742686619,-1.4985197433188007,34,50.636313346062906,52,0.2993728221854995,0.38095238095239253,0.2951898040121123
121,-1.7395160862665107,-1.1766054619301296,-0.5778145158840192,35,54.435076628860365,59,0.23804878044136743,0.2857142857143012,0.24037275593268023
122,-2.7256409494423632,-0.49092488174203025,-0.2292444705204898,36,57.947856328559276,67,0.2843205576030436,0.4285714285714247,0.28093737152220516
123,-1.6671045273621068,-0.14510583063496518,-2.0565968005836512,37,61.08370486207087,65,0.19121951215781902,0.3333333333333333,0.19980814034315666
124,-2.131130131790022,-0.3563521784198379,0.006515240770988407,38,63.754431009542465,74,0.2592334493152619,0.4285714285714247,0.27216664380954214
125,-2.1708142857377877,2.337935480752177,-2.4788236042259744,39,65.87708643089356,70,0.32557491271695915,0.19047619047618275,0.3527477045185398
126,-2.209425564339793,0.8502317745234818,-0.7362489396314235,40,67.37666836645371,61,0.2664808362406847,0.04761904761905922,0.29628614499058525
127,-2.8149282729930216,-2.5443150887535686,-0.5399360852105477,41,68.18903852171223,53,0.38132404168169814,0.38095238095239253,0.4086610935764435
128,-2.141690220914614,-2.474969740796319,-1.9652212817733603,42,68.2640581361683,76,0.17393728230752772,0.09523809523809137,0.1828148554262541
129,-1.5234552090529487,-1.0636547071349816,1.8443223364896637,43,67.56893923630255,61,0.07749128935072325,0.4285714285714247,0.0814033164332582
130,-2.032084042850245,-0.21241535191491806,0.23658446122284657,44,66.09181207263993,57,0.1399303137287952,-0.23809523809524197,0.15924352471526182
131,-1.821344013687366,-0.5071896558913513,-1.9001327660332663,45,63.84550874093067,44,0.3211149825714838,0.47619047619048394,0.3445251473142989
132,-0.5907852127640578,2.342119583208939,0.5972728754173156,46,60.87156298743165,34,-0.14550522650818828,-0.04761904761905922,-0.1345758531025391
133,1.0089863469027371,1.657098923684962,0.7088221522656176,47,57.24442619830859,47,-0.3099651566224578,-0.4285714285714247,-0.29354529260196116
134,-1.2419074954394933,2.5247522646571694,-0.9146612650582997,48,53.07589957313054,60,0.23191637614986232,-0.2857142857143012,0.26723310950234613
135,0.3005963412346345,1.944605188167259,-0.8420179521407133,49,48.519782482474696,60,-0.0758188152047379,-0.23809523809524197,-0.058928326700738866
136,0.5964597371400457,0.5689946754416548,-1.1363198011964961,50,43.77673700965431,53,-0.3110801392563977,0.0,-0.30999040701044295
137,1.8638594459294313,-1.021010518804129,-0.2706061762858638,51,39.09936867652504,36,-0.6316376303157917,-0.5238095238095432,-0.606550637255238
138,3.9831383642809213,1.0270565080791287,1.8627387926973764,52,34.797523353431345,31,-1.0330313586277284,-0.6666666666666666,-0.9623132794166116
139,-2.175823932031787e-15,-1.136192806805925e-14,3.1148387508346616e-15,53,31.24380035324394,30,-0.13175557295937967,-0.09436763952895383,-0.10733944278340558
140,2.2880560975719173,2.6842465590861964,1.4924255099185284,1,35.40610418155043,32,-0.506202090437842,-0.6666666666666666,-0.503494586813721
141,4.483430331563338,1.3001476434212347,1.0675412733175942,2,31.814586592276235,28,-0.9282229961115835,-0.6190476190476345,-0.9074962313371795
142,4.313426148255518,-0.3908182471786116,-1.0240266059530823,3,28.94474959171126,33,-0.9254355397218981,-0.6190476190476345,-0.8987255036245171
143,4.96035677768681,1.2054258619709435,0.5425564961455311,4,26.594696400388813,33,-1.016864111411377,-0.9523809523809679,-0.9688913252107013
144,2.2508692779837745,1.746599438018302,0.9694135362323013,5,24.60451084087041,35,-0.5519163760874506,-0.9047619047619087,-0.5292585994049146
145,4.707058423584912,0.021355730562427972,-1.660276462919907,6,22.851609778727646,22,-1.005156794340501,-1.3333333333333603,-0.9387419487439912
146,3.1951673654231403,-1.3621942272474536,-1.7905884646750405,7,21.24631174763161,13,-0.8211846687178429,-0.5238095238095432,-0.7978621351015721
147,4.625038118024778,-1.2217123232861429,-1.893501068044816,8,19.72762175854996,13,-1.227595818687345,-1.3809523809523925,-1.1530766068312668
148,4.952565473289984,-1.2707854547907653,-0.1789965468392798,9,18.25923229305155,21,-1.3797909406088662,-1.0952380952381184,-1.2808003288855059
149,7.0224721471595695,-1.159676382616211,-1.5869544759728873,10,16.825740480718647,17,-1.8229965151565466,-1.6190476190476346,-1.6305330957612112
150,2.3784154892515845,-1.1943711449211964,1.0560134629428006,11,15.429081460666751,11,-0.6845993028908451,-0.9523809523809679,-0.6783609702515733
151,3.2651627627300375,-0.1540133269325103,-0.5342574486394456,12,14.085177927172001,8,-0.8680139370013913,-0.5714285714285753,-0.8378785802210461
152,2.522546532789722,-0.08953620818490525,-0.0020853189359507363,13,12.820805859406235,8,-0.6377700346072968,-0.8571428571428765,-0.6262847745607646
153,2.3400608719165845,-0.9045489714650939,-0.42188200448473434,14,11.670676435279475,6,-0.661184668749071,-0.6190476190476345,-0.6405372070506724
154,1.5552208649536414,-0.1670969634894027,2.185996379359724,15,10.674734129390263,6,-0.5390940763826347,-0.7619047619047851,-0.511168973547911
155,2.010288293349551,2.3473393557616347,-0.378800828960202,16,9.875670995083269,7,-0.5363066199929493,-1.4285714285714517,-0.5155543373850568
156,0.1451688558029377,0.12660714390691719,0.20736938249334427,17,9.316657130614843,12,-0.09867595822466206,-0.23809523809524197,-0.0901740441459212
157,0.26595617969840263,2.8404055409152944,-0.3471734490886179,18,9.0392873294259,17,-0.07303135881503027,-0.2857142857143012,-0.06660271343492892
158,0.898641520130468,2.8583827983694405,0.22359021597153952,19,9.08174391452242,10,-0.2341463414177421,-0.6666666666666666,-0.21680142526005922
159,-0.37271990890767565,-0.39294094678261193,-1.3184210967694354,20,9.47717575696365,10,-0.04794425091746612,-0.5238095238095432,0.009592983398552286
160,-2.924161271059866,2.274063023851703,0.946040427077001,21,10.252293478458036,18,0.47944250878448796,0.04761904761905922,0.5193915307521505
161,-1.438946650388835,2.9562762579986512,-0.8935977255332488,22,11.426180838066308,19,0.39191637611865643,-0.09523809523809137,0.4294915718604418
162,-3.656962115921093,-2.1152803496049897,0.24578308096686063,23,13.00932230301224,12,0.5976306621272989,0.47619047619048394,0.6367000136835774
163,-0.8942430784508686,0.644725708268221,-1.275537901455773,24,15.002846803601713,22,0.11540069695308111,0.09523809523809137,0.1142935452885917
164,-1.9335835242653039,2.2726802070045142,-0.8111296084380423,25,17.397987672248703,12,0.3305923343745244,0.0,0.33794710155858043
165,-2.142024957242952,-0.7420030327588976,-1.6503392030850352,26,20.175758766608336,21,0.4147735191385806,0.3333333333333333,0.4185281622675781
166,-1.77194985931283,0.6184779947716568,-0.3418157963143533,27,23.306846776819114,18,0.22745644600438694,0.0,0.22063861858878367
167,-1.7513833952549307,1.7231330808659115,-1.0617594768404732,28,26.751719716851103,16,0.23749128931951738,0.09523809523809137,0.24092092640273108
168,-1.8218775368859657,-1.6662731883802566,-0.8890760773736193,29,30.46095159996303,16,0.19233449479173673,0.38095238095239253,0.18610387828492772
169,-2.1182721494214256,3.5295775950194828,-0.5990458166081758,30,34.37576329826539,22,0.44710801396154537,0.23809523809524197,0.4612854597756749
170,-2.5002415366986175,-1.6338895866566958,-1.771952378373689,31,38.428779586393965,17,0.5502439023316607,0.38095238095239253,0.5736604083615332
171,-2.6242351385741003,-1.18081944567746,-0.8430914621797744,32,42.54500236928641,25,0.43484320537855736,0.5714285714285753,0.4437440043887215
172,-3.2506717860181125,1.1921575208523787,-0.9830182454928074,33,46.643000094071795,23,0.4158885017725205,0.1428571428571506,0.4300397423688639
173,-2.2009889907475486,-1.7760112458418047,-1.957185999407575,34,50.636313346062906,12,0.4069686410913299,0.19047619047618275,0.41633548031063355
174,-2.243335222989192,-0.5986446225295212,-0.5161453628029156,35,54.435076628860365,25,0.25756097555949414,0.47619047619048394,0.26668493899392404
175,-2.3009494763232254,0.5357428923993721,1.4188939867762422,36,57.947856328559276,28,0.2659233451188568,0.3333333333333333,0.2798410305437322
176,-1.978550921136121,-0.5459964145905123,-1.1219185099548328,37,61.08370486207087,27,0.3294773517405845,0.38095238095239253,0.3346580786615356
177,-2.584832714175418,0.42687458411015694,0.7627514387581846,38,63.754431009542465,18,0.3958188151422818,0.3333333333333333,0.4300397423688639
178,-2.9384236921018156,1.586665625519797,1.1036831267357714,39,65.87708643089356,23,0.4699651565912298,0.4285714285714247,0.49417568863100847
179,-1.8927154521382021,0.25616448670222935,-0.9810226156973325,40,67.37666836645371,23,0.46271777005604675,0.3333333333333333,0.48814581334534085
180,-2.113246965488348,-0.626857366979496,-0.7076561958910199,41,68.18903852171223,29,0.3818815331937658,0.5714285714285753,0.394408661086535
181,-1.8876915475862195,-1.6335431183024278,0.9312359166436344,42,68.2640581361683,38,0.2815331012133582,0.23809523809524197,0.2919007811534387
182,-1.992769398855893,0.5853181633073002,-1.3280328110423172,43,67.56893923630255,36,0.26034843194920176,0.2857142857143012,0.2776483486251589
183,-1.3795704737975176,-1.5268201563093091,-0.10599725947127542,44,66.09181207263993,43,0.21853658532321857,0.47619047619048394,0.2337947101385905
184,-0.3501675831856861,-0.7840851439527666,1.9762658231552608,45,63.84550874093067,46,-0.057979093842356784,0.1428571428571506,-0.06495820198640649
185,-0.06049432107040143,1.0517726240259742,-0.1487843225555121,46,60.87156298743165,31,-0.10090592310225768,0.0,-0.09675208990163968
186,-0.2125647481197157,2.3631976139799833,-3.4924669629180327,47,57.24442619830859,25,-0.07470383257079802,-0.3333333333333333,-0.06550637249482723
187,0.8257716118289686,-0.553519855041799,-0.1867791358111337,48,53.07589957313054,40,-0.18787456425604374,-0.1428571428571506,-0.16527340003930072
188,1.7830373335279712,0.5628430092954978,0.6778653726901493,49,48.519782482474696,31,-0.36181184656357146,-0.4285714285714247,-0.3450733177843491
189,1.9215323487758764,0.05391928605364193,3.2841420161696933,50,43.77673700965431,38,-0.5022996514141945,-0.6190476190476345,-0.48376044950819497
190,1.382923833349302,1.2889394848430984,1.9982920411133924,51,39.09936867652504,30,-0.47331010449302724,-0.6666666666666666,-0.4536110730414842
191,1.439476894015903,-1.4870499758611186,0.08771174288050068,52,34.797523353431345,22,-0.4080836237252698,-0.7142857142857258,-0.40372755926924814
192,3.005377505066425,0.926285949889378,1.801847582438487,1,35.40610418155043,31,-0.7264111495168284,-0.5714285714285753,-0.7216664382680915
193,3.582187408595453,-0.25614397735079025,-1.691347165087389,2,31.814586592276235,26,-0.6734494773320367,-0.7142857142857258,-0.6657530492101879
194,3.7647027226191776,0.06027873009628095,-0.07628149959792675,3,28.94474959171126,35,-0.8105923342808846,-0.6190476190476345,-0.7890914074272817
195,3.7832391339261098,0.24278108714599522,0.6981605937913511,4,26.594696400388813,36,-0.7475958187809848,-0.5714285714285753,-0.7265999725752875
